,room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,latitude,longitude,collected
535,3555211,1202026,Entire home/apt,,MK25,48,5.0,2,0.0,1.0,105.0,4.0,1.312114,103.886967,2016-06-11 04:55:59.785956
536,3555252,13763914,Private room,,MK24,35,5.0,2,1.0,,52.0,2.0,1.346634,103.876174,2016-06-11 05:24:16.656922
537,3555346,13763914,Private room,,MK24,28,4.5,1,1.0,,44.0,2.0,1.345174,103.875127,2016-06-11 04:40:56.599055
538,3571351,11415076,Private room,,TS18,0,,2,1.0,4.0,99.0,1.0,1.313419,103.850369,2016-06-11 04:26:40.884270
539,3577238,11682496,Private room,,TS03,25,4.5,2,1.0,8.0,52.0,1.0,1.27955,103.84551,2016-06-11 03:32:02.050843
540,3578478,1981454,Entire home/apt,,TS20,1,,2,1.0,1.0,176.0,3.0,1.296014,103.842739,2016-06-11 02:07:45.372128
541,3580558,8624816,Entire home/apt,,TS09,14,5.0,2,1.0,1.0,157.0,2.0,1.289551,103.838609,2016-06-11 05:15:50.693103
542,3586966,5425873,Entire home/apt,,MK27,104,4.5,4,2.0,1.0,138.0,1.0,1.313398,103.924469,2016-06-11 05:12:38.337296
543,3587207,3579971,Entire home/apt,,MK05,9,4.5,4,2.0,2.0,152.0,3.0,1.3319,103.765326,2016-06-11 02:02:32.360777
544,3595723,18116565,Entire home/apt,,MK01,2,,3,2.0,2.0,183.0,2.0,1.291819,103.806971,2016-06-11 05:21:13.739243
545,3598371,14006858,Entire home/apt,,TS27,0,,2,1.0,1.0,137.0,7.0,1.311221,103.841078,2016-06-11 01:51:02.725433
546,3605968,18172644,Private room,,MK28,0,,2,1.0,1.0,114.0,1.0,1.337405,103.924834,2016-06-11 04:47:24.182804
547,3617090,14521708,Entire home/apt,,MK24,15,4.5,2,1.0,1.0,75.0,4.0,1.317035,103.888473,2016-06-11 02:01:16.620912
548,3624627,18255447,Private room,,TS17,5,3.5,8,1.0,1.0,45.0,3.0,1.319063,103.859634,2016-06-11 01:59:47.210367
549,3624891,18255447,Private room,,TS17,1,,2,1.0,1.0,49.0,3.0,1.319979,103.859185,2016-06-11 05:09:36.976407
550,3639516,17526618,Shared room,,TS06,75,4.5,16,1.0,4.0,18.0,1.0,1.283537,103.843445,2016-06-11 05:06:37.092393
551,3646959,10248444,Entire home/apt,,TS20,38,4.5,3,1.0,1.0,92.0,1.0,1.296,103.838547,2016-06-11 05:01:37.802803
552,3647164,18430906,Private room,,MK24,9,4.5,1,1.0,,44.0,1.0,1.316723,103.883244,2016-06-11 03:21:22.446638
553,3647699,18255447,Private room,,TS17,12,4.0,8,1.0,1.0,49.0,3.0,1.318806,103.85979,2016-06-11 05:09:43.626271
554,3648739,13757764,Entire home/apt,,MK17,14,5.0,5,2.0,2.0,219.0,1.0,1.331027,103.868777,2016-06-11 05:50:24.901510
555,3651408,17526618,Shared room,,TS06,107,4.5,16,1.0,4.0,18.0,1.0,1.282842,103.843379,2016-06-11 03:45:11.092568
556,3671451,14521708,Entire home/apt,,MK24,12,4.5,2,1.0,1.0,83.0,3.0,1.315521,103.887462,2016-06-11 04:39:56.250467
557,3680108,12852390,Entire home/apt,,TS03,2,,2,0.0,1.0,157.0,5.0,1.281844,103.846323,2016-06-11 03:12:34.243526
558,3680602,12852390,Entire home/apt,,TS03,8,5.0,2,0.0,1.0,157.0,5.0,1.281853,103.845535,2016-06-11 03:46:19.818206
559,3689126,10248444,Entire home/apt,,TS20,23,4.5,4,1.0,1.0,107.0,1.0,1.296662,103.840097,2016-06-11 03:55:13.941034
560,3693842,10642653,Private room,,MK02,7,5.0,2,1.0,1.0,50.0,1.0,1.323392,103.806179,2016-06-11 04:12:19.519061
561,3702018,18869007,Private room,,MK13,0,,1,1.0,2.0,55.0,1.0,1.415954,103.758181,2016-06-11 05:00:47.864313
562,3707096,12486273,Private room,,MK26,26,4.5,1,1.0,2.0,44.0,1.0,1.30149,103.904646,2016-06-11 03:56:00.178859
563,3709469,18542548,Private room,,MK04,33,4.5,2,1.0,1.0,54.0,2.0,1.331428,103.791446,2016-06-11 05:18:10.961842
564,3712927,11782171,Private room,,TS27,2,,2,1.0,1.0,67.0,3.0,1.309213,103.840543,2016-06-11 03:55:32.097164
565,3713037,18430906,Private room,,MK24,4,4.5,1,1.0,,47.0,1.0,1.314761,103.883538,2016-06-11 03:50:55.403255
566,3713506,18255447,Private room,,TS17,8,4.0,6,1.0,1.0,45.0,3.0,1.319038,103.858947,2016-06-11 04:51:49.492703
567,3713976,18900710,Private room,,MK01,10,4.5,2,1.0,1.0,107.0,2.0,1.266127,103.815609,2016-06-11 03:08:05.700055
568,3716109,3260507,Entire home/apt,,TS15,17,5.0,2,1.0,1.0,145.0,2.0,1.301315,103.86313,2016-06-11 04:15:33.700537
569,3717196,17526618,Shared room,,TS03,14,4.0,16,1.0,4.0,18.0,1.0,1.281064,103.845171,2016-06-11 04:34:18.398179
570,3717217,17526618,Shared room,,TS05,37,4.5,16,1.0,4.0,18.0,1.0,1.281984,103.843604,2016-06-11 05:14:28.704585
571,3735249,18070343,Private room,,TS24,5,4.5,4,1.0,2.0,59.0,1.0,1.297115,103.829766,2016-06-11 04:41:36.892180
572,3735492,18070343,Private room,,TS24,4,4.0,4,1.0,2.0,59.0,1.0,1.297679,103.829465,2016-06-11 05:26:58.818141
573,3735728,18070343,Private room,,TS24,5,4.5,3,1.0,2.0,52.0,1.0,1.296005,103.828714,2016-06-11 04:29:36.979928
574,3753251,10248444,Entire home/apt,,TS21,50,4.5,3,1.0,1.0,114.0,2.0,1.295325,103.837975,2016-06-11 04:03:40.996705
575,3754720,19218587,Entire home/apt,,MK01,7,5.0,4,1.0,2.0,161.0,2.0,1.285052,103.831601,2016-06-11 02:58:08.424699
576,3766477,18255447,Private room,,TS17,0,,8,1.0,1.0,45.0,3.0,1.319942,103.857619,2016-06-11 03:42:04.472286
577,3775738,2150632,Private room,,TS29,57,4.5,4,1.0,1.0,64.0,1.0,1.323007,103.843017,2016-06-11 04:43:57.670456
578,3783356,8743040,Entire home/apt,,TS18,8,4.0,4,1.0,1.0,130.0,3.0,1.312548,103.85342,2016-06-11 04:30:55.766817
579,3788645,768164,Private room,,MK05,3,5.0,2,1.0,1.0,34.0,2.0,1.297979,103.766798,2016-06-11 04:23:49.609288
580,3795236,3951127,Entire home/apt,,MK24,3,4.0,2,1.0,1.0,137.0,7.0,1.317133,103.887437,2016-06-11 05:46:14.610456
581,3802621,8773916,Private room,,TS14,14,5.0,1,1.0,8.0,44.0,1.0,1.303765,103.859231,2016-06-11 03:56:43.768653
582,3803103,8773916,Private room,,TS14,6,4.5,2,1.0,8.0,61.0,1.0,1.30316,103.857525,2016-06-11 05:09:40.970349
583,3803160,8773916,Private room,,TS14,4,4.0,3,1.0,8.0,82.0,1.0,1.30171,103.859589,2016-06-11 04:35:42.883235
584,3803766,15745786,Private room,,TS10,7,3.5,2,1.0,4.0,73.0,1.0,1.288894,103.849699,2016-06-11 04:33:28.385028
585,3803950,15745786,Private room,,TS04,1,,4,1.0,4.0,113.0,1.0,1.287083,103.849222,2016-06-11 05:00:51.607397
586,3804385,8200399,Private room,,TS17,1,,2,1.0,1.0,45.0,3.0,1.310829,103.858,2016-06-11 01:54:34.109824
587,3821590,18070343,Private room,,TS24,9,4.5,5,1.0,1.0,71.0,1.0,1.295656,103.828785,2016-06-11 02:10:52.313035
588,3822245,10248444,Entire home/apt,,TS20,42,4.5,5,1.0,1.0,103.0,1.0,1.295974,103.838204,2016-06-11 04:40:02.473242
589,3826748,19689637,Private room,,MK26,17,4.5,1,1.0,2.0,38.0,3.0,1.313817,103.901887,2016-06-11 04:30:49.043446
590,3829746,5856817,Private room,,TS13,6,3.5,2,1.0,1.0,82.0,1.0,1.298529,103.857719,2016-06-11 03:02:24.289188
591,3829901,5856817,Private room,,TS12,2,,3,1.0,1.0,113.0,1.0,1.297892,103.856316,2016-06-11 03:48:16.111361
592,3835955,3552200,Private room,,TS21,6,4.5,1,1.0,1.0,87.0,4.0,1.291334,103.839176,2016-06-11 03:39:50.869077
593,3838311,4367042,Private room,,MK17,9,5.0,2,1.0,1.0,114.0,3.0,1.329859,103.812968,2016-06-11 05:36:46.795645
594,3839469,229339,Entire home/apt,,MK01,91,4.0,2,0.0,1.0,113.0,1.0,1.283012,103.829691,2016-06-11 04:41:12.049256
595,3844690,19817950,Entire home/apt,,TS25,14,5.0,5,2.0,2.0,175.0,4.0,1.320448,103.821165,2016-06-11 04:43:33.085005
596,3844864,19818716,Private room,,TS28,2,,2,1.0,1.0,95.0,1.0,1.311578,103.84204,2016-06-11 02:06:50.045979
597,3856699,10248444,Private room,,TS20,35,4.0,2,1.0,1.0,65.0,2.0,1.29662,103.838735,2016-06-11 04:43:35.684287
598,3858629,882659,Entire home/apt,,TS03,19,5.0,2,1.0,1.0,187.0,6.0,1.27632,103.846856,2016-06-11 02:50:35.234426
599,3858690,882659,Entire home/apt,,TS03,12,5.0,2,1.0,1.0,195.0,3.0,1.274983,103.843852,2016-06-11 05:27:22.875841
600,3858745,882659,Entire home/apt,,TS30,19,5.0,2,1.0,1.0,179.0,5.0,1.275439,103.846726,2016-06-11 05:43:20.262886
601,3858781,882659,Entire home/apt,,TS23,15,5.0,3,1.0,1.0,187.0,2.0,1.274524,103.846043,2016-06-11 03:58:59.223482
602,3858855,882659,Entire home/apt,,TS05,23,5.0,4,2.0,2.0,244.0,2.0,1.279742,103.840075,2016-06-11 02:22:14.109515
603,3859180,14521708,Entire home/apt,,MK24,14,4.5,2,1.0,1.0,72.0,4.0,1.315862,103.885593,2016-06-11 04:47:30.928539
604,3861905,19930788,Private room,,MK27,0,,2,1.0,1.0,53.0,6.0,1.316069,103.944622,2016-06-11 04:28:02.025355
605,3861984,15745786,Shared room,,TS04,5,4.0,4,1.0,4.0,31.0,1.0,1.287912,103.8494,2016-06-11 04:54:16.326933
606,3863231,14521708,Entire home/apt,,MK24,15,4.5,2,1.0,1.0,92.0,3.0,1.315647,103.885763,2016-06-11 04:33:25.727774
607,3874257,3777699,Entire home/apt,,MK25,42,4.5,6,2.0,2.0,151.0,3.0,1.3125,103.897607,2016-06-11 03:52:21.215402
608,3877859,20041363,Entire home/apt,,MK16,21,5.0,5,2.0,2.0,136.0,4.0,1.347098,103.775318,2016-06-11 04:28:21.758175
609,3878248,19873367,Entire home/apt,,TS24,12,4.5,2,1.0,1.0,175.0,2.0,1.297336,103.828693,2016-06-11 03:19:01.640259
610,3885720,381592,Entire home/apt,,MK01,12,4.5,5,0.0,1.0,110.0,1.0,1.269693,103.813747,2016-06-11 03:48:26.380368
611,3891495,13651254,Entire home/apt,,TS30,33,5.0,4,2.0,2.0,286.0,2.0,1.282485,103.852139,2016-06-11 04:32:53.410398
612,3893523,59498,Private room,,MK18,15,5.0,3,1.0,1.0,103.0,1.0,1.374781,103.831413,2016-06-11 04:50:11.616657
613,3898204,677142,Entire home/apt,,MK25,6,4.5,2,2.0,1.0,115.0,21.0,1.31088,103.887525,2016-06-11 02:13:00.813694
614,3900220,10954296,Shared room,,TS03,0,,1,1.0,,509.0,1.0,1.279164,103.844469,2016-06-11 02:19:14.755610
615,3900513,13652460,Private room,,MK18,0,,1,1.0,1.0,83.0,1.0,1.359777,103.847026,2016-06-11 02:35:12.521514
616,3901141,59498,Private room,,MK18,6,5.0,3,1.0,1.0,96.0,1.0,1.37326,103.829621,2016-06-11 04:51:30.892869
617,3908595,10705086,Entire home/apt,,MK01,51,5.0,7,3.0,3.0,350.0,2.0,1.26244,103.818133,2016-06-11 04:59:42.044013
618,3910920,16482978,Private room,,MK29,1,,2,1.0,,45.0,7.0,1.373579,103.950244,2016-06-11 04:59:15.914926
619,3910961,16482978,Private room,,MK29,0,,2,1.0,3.0,41.0,1.0,1.373595,103.950427,2016-06-11 05:58:29.388369
620,3917691,18255447,Private room,,TS17,7,4.0,8,1.0,2.0,45.0,3.0,1.318652,103.859154,2016-06-11 03:51:58.159385
621,3926050,345506,Private room,,MK27,0,,2,1.0,1.0,88.0,1.0,1.323168,103.925472,2016-06-11 05:51:34.027753
622,3926483,19417326,Private room,,MK19,16,5.0,2,1.0,1.0,38.0,3.0,1.422613,103.834656,2016-06-11 04:27:03.744359
623,3927431,15455737,Private room,,MK10,0,,2,1.0,1.0,118.0,1.0,1.347794,103.744199,2016-06-11 05:39:25.216974
624,3929850,10705086,Entire home/apt,,MK01,5,4.5,15,5.0,4.0,763.0,2.0,1.266491,103.812456,2016-06-11 05:56:24.393344
625,3935501,6385301,Entire home/apt,,MK17,17,5.0,6,2.0,2.0,205.0,3.0,1.335486,103.867721,2016-06-11 03:31:00.081181
626,3948271,20462779,Entire home/apt,,TS17,1,,4,2.0,2.0,183.0,2.0,1.32135,103.861252,2016-06-11 04:52:33.686140
627,3953547,15207911,Private room,,MK09,0,,1,1.0,1.0,54.0,7.0,1.337796,103.687455,2016-06-11 03:18:30.093911
628,3954113,6727323,Private room,,MK17,62,4.5,2,1.0,1.0,60.0,1.0,1.345175,103.860936,2016-06-11 05:57:38.064417
629,3957371,9340279,Entire home/apt,,TS18,17,5.0,3,1.0,2.0,155.0,5.0,1.318211,103.846185,2016-06-11 03:15:01.115395
630,3957843,20512113,Entire home/apt,,MK23,1,,3,1.0,2.0,175.0,2.0,1.350181,103.880516,2016-06-11 05:23:35.436382
631,3973080,11505450,Entire home/apt,,TS30,1,,2,1.0,1.0,175.0,1.0,1.2818,103.853754,2016-06-11 04:10:02.416272
632,3973243,11505450,Entire home/apt,,TS30,4,5.0,2,1.0,1.0,191.0,1.0,1.281898,103.852356,2016-06-11 05:12:12.692727
633,3973359,11505450,Entire home/apt,,TS30,15,4.0,2,1.0,1.0,191.0,1.0,1.27996,103.85188,2016-06-11 05:45:14.929759
634,3974114,11782171,Private room,,MK01,12,5.0,2,1.0,2.0,75.0,3.0,1.284795,103.825431,2016-06-11 04:56:21.520812
635,3974242,11505450,Entire home/apt,,TS30,26,4.5,2,1.0,1.0,168.0,1.0,1.280711,103.852307,2016-06-11 03:55:35.748855
636,3980202,8773916,Private room,,TS13,17,4.5,2,1.0,8.0,44.0,1.0,1.30148,103.858129,2016-06-11 03:22:40.525114
637,3980858,20546604,Shared room,,MK22,4,4.5,1,1.0,1.0,22.0,3.0,1.373182,103.901515,2016-06-11 04:28:18.920624
638,3981252,20636569,Private room,,MK23,1,,1,1.0,,60.0,1.0,1.318078,103.905824,2016-06-11 05:09:21.516952
639,3981759,20639091,Private room,,MK17,0,,2,1.0,1.0,52.0,4.0,1.325453,103.850976,2016-06-11 05:31:31.421823
640,3987557,8492007,Entire home/apt,,MK17,43,4.0,5,3.0,2.0,176.0,3.0,1.33556,103.849078,2016-06-11 05:10:00.530540
641,3987930,14521708,Entire home/apt,,MK24,22,4.5,2,1.0,1.0,61.0,3.0,1.314635,103.886725,2016-06-11 05:06:44.497444
642,3988536,14521708,Entire home/apt,,MK25,10,4.5,2,1.0,1.0,75.0,3.0,1.314168,103.887234,2016-06-11 05:08:20.507024
643,3990164,11505450,Entire home/apt,,TS30,5,4.0,2,1.0,1.0,168.0,1.0,1.282268,103.85242,2016-06-11 02:11:59.024251
644,3990280,11505450,Entire home/apt,,TS30,33,4.5,2,1.0,1.0,168.0,1.0,1.280384,103.852412,2016-06-11 02:21:05.081513
645,3990345,11505450,Entire home/apt,,TS30,17,4.5,2,1.0,1.0,213.0,1.0,1.280661,103.853565,2016-06-11 05:35:19.204563
646,3990431,8773916,Private room,,TS14,8,4.5,1,1.0,8.0,44.0,1.0,1.303479,103.859691,2016-06-11 03:35:04.299983
647,3990702,11505450,Entire home/apt,,TS30,4,4.5,2,1.0,1.0,191.0,1.0,1.281861,103.852259,2016-06-11 04:45:45.952383
648,3990847,17320382,Shared room,,MK05,1,,1,1.0,,39.0,1.0,1.337203,103.736064,2016-06-11 05:38:37.368563
649,3991040,17320382,Shared room,,MK05,0,,2,1.0,1.0,53.0,1.0,1.338557,103.735621,2016-06-11 02:57:31.245049
650,3995441,14521708,Entire home/apt,,MK24,7,4.5,2,1.0,1.0,103.0,3.0,1.316334,103.88539,2016-06-11 05:08:39.121497
651,3995771,18804450,Private room,,MK19,0,,2,1.0,,61.0,1.0,1.437063,103.825905,2016-06-11 03:58:05.656524
652,3996166,11505450,Entire home/apt,,TS30,9,5.0,6,2.0,2.0,763.0,1.0,1.280907,103.851956,2016-06-11 04:09:05.443168
653,3996965,20721717,Entire home/apt,,MK26,52,5.0,5,3.0,3.0,164.0,1.0,1.309052,103.924492,2016-06-11 03:54:07.196918
654,4000040,11505450,Entire home/apt,,TS30,23,4.0,6,2.0,2.0,251.0,1.0,1.282348,103.85222,2016-06-11 03:14:14.872126
655,4007891,12067440,Private room,,TS17,0,,2,1.0,6.0,60.0,1.0,1.312875,103.859692,2016-06-11 03:24:59.933297
656,4008423,12067440,Private room,,TS17,0,,2,1.0,6.0,40.0,1.0,1.311567,103.859796,2016-06-11 05:03:09.946295
657,4008569,8492007,Entire home/apt,,MK17,27,4.5,8,2.0,2.0,229.0,3.0,1.32772,103.852392,2016-06-11 03:36:15.524235
658,4014457,19673914,Private room,,MK19,83,5.0,2,1.0,1.0,41.0,1.0,1.405488,103.820932,2016-06-11 05:35:31.711775
659,4016751,20827499,Entire home/apt,,MK19,2,,4,2.0,2.0,75.0,1.0,1.409839,103.830997,2016-06-11 02:13:16.119112
660,4016869,20828188,Entire home/apt,,MK01,79,5.0,5,2.0,2.0,203.0,4.0,1.270726,103.813228,2016-06-11 03:30:11.841583
661,4021128,1275947,Entire home/apt,,MK04,1,,2,1.0,1.0,99.0,5.0,1.319945,103.794263,2016-06-11 05:08:41.676850
662,4022486,14521708,Entire home/apt,,MK24,7,5.0,2,1.0,1.0,69.0,4.0,1.314444,103.887093,2016-06-11 05:04:08.660214
663,4026199,6609641,Entire home/apt,,TS25,11,4.5,4,2.0,2.0,213.0,7.0,1.315387,103.825865,2016-06-11 04:28:52.986043
664,4027618,11505450,Entire home/apt,,TS03,13,4.0,2,1.0,1.0,176.0,1.0,1.275359,103.845431,2016-06-11 05:58:46.453367
665,4027867,20883050,Private room,,MK25,20,4.0,2,1.0,1.0,45.0,1.0,1.311305,103.883434,2016-06-11 05:38:12.199646
666,4030540,20895776,Private room,,MK23,0,,2,1.0,1.0,54.0,2.0,1.319986,103.906958,2016-06-11 04:29:32.257632
667,4033762,8773916,Private room,,TS14,3,3.5,2,1.0,8.0,61.0,1.0,1.303745,103.859643,2016-06-11 04:14:36.214017
668,4041525,16031695,Private room,,MK25,0,,2,1.0,2.0,77.0,2.0,1.299289,103.886634,2016-06-11 05:20:54.504148
669,4041554,14521708,Entire home/apt,,MK25,8,4.5,2,1.0,1.0,80.0,4.0,1.313718,103.887156,2016-06-11 04:39:18.374968
670,4043606,10248444,Entire home/apt,,TS20,19,4.0,3,0.0,1.0,96.0,1.0,1.296541,103.840007,2016-06-11 03:31:47.973366
671,4048617,6071969,Private room,,MK25,69,5.0,2,1.0,1.0,76.0,4.0,1.312064,103.885731,2016-06-11 04:45:39.872827
672,4054698,17526618,Shared room,,TS03,10,4.5,16,1.0,4.0,18.0,1.0,1.281209,103.844775,2016-06-11 02:10:23.083617
673,4057347,21042365,Private room,,MK27,14,4.0,2,1.0,1.0,38.0,1.0,1.307163,103.923789,2016-06-11 02:00:44.113935
674,4060589,6904615,Private room,,TS16,10,3.5,3,1.0,,58.0,1.0,1.305878,103.853466,2016-06-11 04:37:57.096394
675,4069756,17526618,Shared room,,TS05,11,4.5,16,1.0,4.0,18.0,1.0,1.281769,103.843594,2016-06-11 04:27:42.806240
676,4069940,20503627,Private room,,TS27,88,5.0,3,1.0,1.0,106.0,2.0,1.308833,103.840595,2016-06-11 05:40:49.935953
677,4070970,21114831,Private room,,TS09,0,,1,1.0,1.0,88.0,2.0,1.290876,103.838908,2016-06-11 05:04:00.808408
678,4087935,21022554,Private room,,TS28,12,5.0,2,1.0,1.0,68.0,2.0,1.317185,103.842868,2016-06-11 05:31:28.799042
679,4091059,971978,Entire home/apt,,TS23,65,4.5,8,3.0,1.0,206.0,2.0,1.272545,103.8337,2016-06-11 04:49:56.831590
680,4094113,4705949,Private room,,MK26,1,,2,1.0,1.0,57.0,3.0,1.315629,103.912245,2016-06-11 04:24:30.984332
681,4094412,3462732,Entire home/apt,,MK03,14,5.0,4,1.0,1.0,111.0,2.0,1.306653,103.788332,2016-06-11 04:30:37.726238
682,4100166,20874965,Private room,,MK25,70,4.5,3,1.0,,47.0,1.0,1.309693,103.895311,2016-06-11 04:25:35.736669
683,4100268,20874965,Private room,,MK25,20,4.5,3,1.0,,45.0,1.0,1.309439,103.893875,2016-06-11 04:51:01.307011
684,4100586,10248444,Entire home/apt,,TS20,6,4.5,3,1.0,1.0,96.0,1.0,1.296142,103.838626,2016-06-11 05:36:04.150144
685,4101083,21273369,Private room,,MK27,0,,2,1.0,1.0,114.0,3.0,1.324485,103.924028,2016-06-11 04:56:55.554218
686,4102651,18255447,Private room,,TS17,0,,8,1.0,1.0,49.0,3.0,1.318566,103.858186,2016-06-11 05:35:03.095144
687,4108082,21313007,Entire home/apt,,TS24,91,4.5,6,2.0,1.0,166.0,2.0,1.293116,103.829794,2016-06-11 05:09:37.913056
688,4108447,21315137,Entire home/apt,,MK24,55,4.5,11,3.0,,190.0,1.0,1.314087,103.872127,2016-06-11 02:12:19.148410
689,4115804,6398027,Private room,,TS27,2,,2,1.0,1.0,123.0,3.0,1.312072,103.839557,2016-06-11 02:50:38.032000
690,4115899,6398027,Private room,,TS27,72,4.5,2,1.0,1.0,88.0,1.0,1.310934,103.841391,2016-06-11 04:39:52.642795
691,4123936,5845605,Entire home/apt,,MK13,27,4.5,6,2.0,2.0,129.0,2.0,1.435214,103.776054,2016-06-11 04:13:59.690590
692,4124908,8492007,Entire home/apt,,MK17,23,4.0,6,2.0,1.0,174.0,,1.324193,103.852838,2016-06-11 01:53:26.683651
693,4138944,6609641,Entire home/apt,,TS26,12,4.5,2,0.0,1.0,122.0,7.0,1.315658,103.826662,2016-06-11 02:56:28.981477
694,4139205,10248444,Private room,,TS20,41,4.5,3,1.0,1.0,72.0,1.0,1.29671,103.839988,2016-06-11 03:11:41.233270
695,4139964,21386285,Private room,,MK05,4,4.5,4,1.0,1.0,53.0,1.0,1.33678,103.737584,2016-06-11 04:44:18.455384
696,4144956,21386285,Entire home/apt,,MK05,3,4.5,9,3.0,2.0,183.0,3.0,1.336692,103.737399,2016-06-11 02:46:27.457766
697,4170704,20268836,Entire home/apt,,MK17,17,5.0,2,1.0,1.0,134.0,2.0,1.330392,103.868015,2016-06-11 04:16:43.062233
698,4177904,21444309,Private room,,MK26,0,,4,1.0,2.0,134.0,1.0,1.315333,103.902986,2016-06-11 04:50:01.337028
699,4179725,912064,Entire home/apt,,MK25,3,5.0,4,2.0,2.0,133.0,14.0,1.307888,103.896456,2016-06-11 04:23:35.909049
700,4192138,23666,Entire home/apt,,TS18,60,4.5,3,1.0,2.0,206.0,3.0,1.316456,103.850484,2016-06-11 02:39:18.861519
701,4212079,21785979,Entire home/apt,,TS24,29,4.5,2,1.0,1.0,152.0,2.0,1.294991,103.828923,2016-06-11 05:09:00.419632
702,4214834,6051822,Private room,,MK01,6,5.0,2,1.0,1.0,65.0,2.0,1.283989,103.830414,2016-06-11 03:54:38.127657
703,4237691,21991797,Entire home/apt,,TS24,6,5.0,4,3.0,2.0,296.0,2.0,1.296706,103.825268,2016-06-11 05:10:10.440409
704,4252548,14521708,Entire home/apt,,MK24,4,5.0,2,1.0,1.0,92.0,4.0,1.315031,103.886053,2016-06-11 05:22:39.812205
705,4253339,22033503,Private room,,MK16,13,4.5,2,1.0,1.0,72.0,5.0,1.359864,103.769129,2016-06-11 03:35:05.388221
706,4260022,882659,Entire home/apt,,TS03,18,5.0,4,1.0,,202.0,14.0,1.275786,103.846371,2016-06-11 04:14:57.935455
707,4270891,22158650,Private room,,MK26,4,4.5,4,1.0,1.0,80.0,1.0,1.310435,103.902468,2016-06-11 06:02:33.281813
708,4271250,22176293,Entire home/apt,,TS24,61,5.0,3,1.0,1.0,123.0,2.0,1.293769,103.828437,2016-06-11 04:52:41.863442
709,4272640,21065429,Private room,,MK24,5,2.0,4,1.0,1.0,54.0,2.0,1.314952,103.888823,2016-06-11 04:47:01.220306
710,4279622,10565644,Entire home/apt,,TS03,0,,2,1.0,1.0,168.0,1.0,1.275353,103.845362,2016-06-11 01:48:53.799354
711,4279737,12318187,Private room,,MK06,16,4.0,2,1.0,1.0,52.0,1.0,1.342766,103.706263,2016-06-11 03:04:08.051253
712,4289942,10287020,Private room,,MK21,3,4.5,2,1.0,1.0,37.0,1.0,1.382562,103.89974,2016-06-11 05:40:34.644859
713,4301685,9008551,Entire home/apt,,MK24,32,4.5,4,1.0,1.0,111.0,3.0,1.317005,103.888249,2016-06-11 04:40:18.859095
714,4301693,22284043,Private room,,MK05,8,4.0,2,1.0,1.0,42.0,1.0,1.316404,103.762422,2016-06-11 04:28:04.859779
715,4309541,2527585,Entire home/apt,,TS24,17,4.5,2,1.0,1.0,106.0,2.0,1.297529,103.826423,2016-06-11 04:53:48.186573
716,4309836,9008551,Entire home/apt,,MK17,6,4.5,4,1.0,1.0,100.0,3.0,1.32712,103.864682,2016-06-11 04:44:46.050894
717,4325767,11227922,Private room,,TS03,17,5.0,1,1.0,1.0,92.0,2.0,1.275147,103.845229,2016-06-11 05:22:22.034053
718,4335252,16327768,Entire home/apt,,TS28,56,4.5,7,3.0,2.0,229.0,1.0,1.314687,103.845172,2016-06-11 05:51:12.289501
719,4335470,229339,Entire home/apt,,MK01,8,4.5,2,1.0,1.0,103.0,1.0,1.283942,103.833791,2016-06-11 03:47:02.595155
720,4336784,22512119,Private room,,TS09,55,4.5,3,1.0,1.0,65.0,2.0,1.291637,103.842563,2016-06-11 02:01:42.569143
721,4343859,22551272,Entire home/apt,,TS23,16,5.0,2,1.0,1.0,106.0,4.0,1.273462,103.846236,2016-06-11 05:37:15.660346
722,4343972,1422296,Entire home/apt,,MK16,61,4.5,4,2.0,2.0,143.0,1.0,1.342711,103.787585,2016-06-11 05:05:54.339467
723,4344260,22389837,Private room,,MK04,3,3.5,3,1.0,1.0,69.0,1.0,1.317829,103.781699,2016-06-11 05:54:26.425855
724,4352239,882659,Entire home/apt,,TS03,24,5.0,4,2.0,2.0,267.0,4.0,1.276371,103.845431,2016-06-11 03:56:05.443031
725,4352268,882659,Entire home/apt,,TS03,19,5.0,4,1.0,1.0,213.0,6.0,1.275812,103.844078,2016-06-11 02:54:49.390057
726,4353242,19736881,Entire home/apt,,TS30,9,4.5,2,2.0,2.0,267.0,1.0,1.280938,103.851973,2016-06-11 01:54:05.501307
727,4358962,22626299,Private room,,MK03,0,,2,1.0,1.0,76.0,5.0,1.290753,103.796722,2016-06-11 04:34:14.848364
728,4360679,20883050,Private room,,MK25,43,4.5,2,1.0,1.0,45.0,1.0,1.31025,103.883264,2016-06-11 05:31:19.489784
729,4360811,20883050,Private room,,MK25,47,4.5,2,1.0,1.0,45.0,1.0,1.311067,103.882921,2016-06-11 05:04:45.992482
730,4360902,20883050,Private room,,MK25,67,4.0,2,1.0,1.0,45.0,1.0,1.310452,103.881137,2016-06-11 04:06:18.683968
731,4367908,21386285,Private room,,MK05,3,3.0,3,1.0,1.0,42.0,1.0,1.336849,103.735827,2016-06-11 03:55:54.853670
732,4372363,8087867,Private room,,MK17,2,,1,1.0,1.0,76.0,1.0,1.325967,103.813077,2016-06-11 05:54:28.719607
733,4372453,15659914,Entire home/apt,,TS20,6,4.5,6,3.0,3.0,316.0,2.0,1.296626,103.842059,2016-06-11 04:59:26.434615
