,room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,latitude,longitude,collected
0,30423,129623,Private room,,TS20,0,,2,1.0,7.0,58.0,7.0,1.297959,103.838828,2016-06-11 01:53:43.608174
1,50620,231938,Entire home/apt,,TS28,7,4.5,8,4.0,5.0,361.0,2.0,1.31538,103.838727,2016-06-11 05:26:45.678652
2,56334,266763,Private room,,MK13,20,5.0,1,1.0,1.0,52.0,6.0,1.442465,103.796674,2016-06-11 04:53:09.242427
3,71609,367042,Private room,,MK28,10,4.0,7,1.0,1.0,152.0,1.0,1.345407,103.957118,2016-06-11 04:33:42.348981
4,71896,367042,Private room,,MK28,19,4.0,3,1.0,,64.0,1.0,1.345675,103.959627,2016-06-11 05:56:00.103544
5,71903,367042,Private room,,MK28,20,4.5,3,1.0,,77.0,1.0,1.347017,103.961033,2016-06-11 05:04:55.254278
6,71907,367042,Private room,,MK27,17,4.0,8,1.0,1.0,155.0,1.0,1.343483,103.963372,2016-06-11 02:03:01.488849
7,71915,367042,Private room,,MK28,13,4.0,2,1.0,1.0,70.0,1.0,1.345796,103.961777,2016-06-11 04:10:04.705256
8,151547,729617,Private room,,TS21,15,5.0,1,1.0,1.0,92.0,7.0,1.301753,103.836095,2016-06-11 04:43:14.350749
9,158621,761425,Shared room,,MK24,0,,2,1.0,1.0,65.0,1.0,1.315074,103.884279,2016-06-11 01:49:01.508764
10,206782,1017645,Private room,,MK28,28,5.0,13,1.0,3.0,267.0,2.0,1.324402,103.913915,2016-06-11 05:09:35.639220
11,209194,1030128,Private room,,MK06,0,,2,1.0,1.0,77.0,3.0,1.342635,103.710932,2016-06-11 03:08:22.928651
12,241503,1017645,Private room,,MK28,137,5.0,4,1.0,1.0,107.0,2.0,1.323038,103.913631,2016-06-11 05:10:30.048136
13,241508,1017645,Private room,,MK28,163,5.0,7,1.0,1.0,107.0,2.0,1.324582,103.911627,2016-06-11 02:22:07.057498
14,241510,1017645,Private room,,MK28,177,5.0,2,1.0,1.0,76.0,2.0,1.324606,103.911907,2016-06-11 04:02:57.279323
15,252903,1328128,Entire home/apt,,MK25,10,5.0,2,2.0,2.0,141.0,3.0,1.309095,103.896062,2016-06-11 04:28:13.164848
16,261586,708371,Private room,,MK02,11,4.5,2,1.0,1.0,58.0,2.0,1.292981,103.807879,2016-06-11 04:07:45.324757
17,267124,1276207,Private room,,MK18,210,5.0,2,1.0,1.0,75.0,1.0,1.360697,103.867405,2016-06-11 05:09:01.947706
18,273458,1306598,Private room,,TS23,24,4.5,2,1.0,1.0,93.0,2.0,1.273049,103.844482,2016-06-11 04:11:43.434778
19,275343,1439258,Private room,,MK01,10,4.5,1,1.0,,35.0,14.0,1.288752,103.80814,2016-06-11 06:01:11.347621
20,275344,1439258,Private room,,MK01,9,5.0,1,1.0,0.0,42.0,14.0,1.288374,103.810994,2016-06-11 02:29:23.925516
21,283025,1474323,Entire home/apt,,TS30,85,4.5,5,1.0,1.0,166.0,1.0,1.280138,103.854817,2016-06-11 04:25:18.892386
22,289234,367042,Private room,,MK28,8,5.0,8,1.0,2.0,258.0,1.0,1.345611,103.959835,2016-06-11 04:25:01.161953
23,292498,1511477,Private room,,TS24,9,5.0,2,1.0,1.0,96.0,2.0,1.2977,103.826965,2016-06-11 04:23:12.222585
24,294281,1521514,Private room,,TS28,88,4.5,2,1.0,0.0,53.0,3.0,1.312038,103.842192,2016-06-11 05:39:01.627837
25,301247,1552002,Private room,,MK24,15,4.5,1,1.0,1.0,32.0,1.0,1.317242,103.889578,2016-06-11 04:54:55.508743
26,308035,1584804,Private room,,TS22,0,,2,1.0,2.0,76.0,2.0,1.289437,103.837149,2016-06-11 03:49:53.515115
27,320422,951965,Private room,,MK27,1,,2,1.0,1.0,74.0,1.0,1.322239,103.940477,2016-06-11 04:54:44.521533
28,330089,1439258,Private room,,MK01,7,5.0,1,1.0,,45.0,14.0,1.286774,103.812438,2016-06-11 04:56:35.369005
29,340623,528875,Private room,,MK18,0,,1,1.0,,412.0,1.0,1.373941,103.851102,2016-06-11 01:49:13.891921
30,345584,1739039,Entire home/apt,,MK34,1,,5,3.0,,611.0,1.0,1.244867,103.841031,2016-06-11 04:39:58.689508
31,369141,1521514,Private room,,TS28,27,4.0,2,1.0,0.0,46.0,3.0,1.312291,103.841625,2016-06-11 03:52:42.391139
32,369145,1521514,Private room,,TS28,99,4.5,2,1.0,0.0,48.0,2.0,1.314214,103.843906,2016-06-11 04:27:13.652574
33,375563,1889025,Private room,,TS16,15,5.0,2,1.0,1.0,53.0,1.0,1.30795,103.856694,2016-06-11 03:26:11.919176
34,395191,1975201,Private room,,TS21,21,4.5,1,1.0,0.0,41.0,1.0,1.293448,103.83562,2016-06-11 03:49:19.159065
35,404724,2017299,Private room,,MK29,25,5.0,2,1.0,1.0,139.0,2.0,1.375707,103.93678,2016-06-11 01:58:12.825557
36,423875,367042,Private room,,MK28,10,4.0,3,1.0,1.0,83.0,1.0,1.348382,103.959197,2016-06-11 02:36:40.777513
37,426656,2100566,Private room,,MK17,0,,1,1.0,1.0,67.0,1.0,1.327745,103.813214,2016-06-11 05:02:04.454534
38,453974,2009045,Entire home/apt,,TS21,2,,2,1.0,1.0,83.0,7.0,1.291592,103.839598,2016-06-11 02:07:54.391641
39,466666,731865,Entire home/apt,,MK01,12,5.0,2,1.0,1.0,92.0,10.0,1.290525,103.806966,2016-06-11 05:28:08.960523
40,468782,2327208,Private room,,MK18,61,4.5,2,1.0,1.0,38.0,2.0,1.362801,103.86446,2016-06-11 05:55:14.625919
41,469330,2329280,Entire home/apt,,TS21,89,5.0,3,1.0,2.0,121.0,4.0,1.295239,103.839882,2016-06-11 04:28:48.255759
42,540039,2273043,Entire home/apt,,MK17,123,5.0,2,0.0,1.0,80.0,2.0,1.336179,103.868465,2016-06-11 05:14:56.323146
43,543435,615093,Private room,,MK26,0,,2,1.0,1.0,618.0,1.0,1.30232,103.907751,2016-06-11 04:40:21.251328
44,553229,1030128,Private room,,MK06,5,5.0,2,1.0,2.0,52.0,3.0,1.341346,103.711388,2016-06-11 02:12:21.920515
45,556100,2224782,Entire home/apt,,TS26,33,4.0,6,3.0,2.0,190.0,1.0,1.317064,103.832222,2016-06-11 05:59:40.010337
46,569272,2802173,Private room,,TS28,0,,2,1.0,1.0,72.0,3.0,1.316439,103.844342,2016-06-11 03:59:38.539019
47,570099,2235699,Entire home/apt,,MK03,6,4.5,2,1.0,1.0,123.0,3.0,1.301434,103.788767,2016-06-11 03:59:51.184015
48,625055,344367,Private room,,TS26,11,4.0,1,1.0,,34.0,1.0,1.317302,103.833948,2016-06-11 04:57:04.334456
49,635818,3169578,Private room,,MK19,0,,2,1.0,,36.0,1.0,1.43156,103.840986,2016-06-11 02:56:17.899499
50,662695,1497324,Private room,,TS22,117,4.0,2,1.0,1.0,52.0,2.0,1.283136,103.841773,2016-06-11 04:43:17.370634
51,692762,1497324,Private room,,TS22,89,4.0,2,1.0,,55.0,2.0,1.285015,103.841756,2016-06-11 01:55:43.490574
52,692768,1497324,Private room,,TS22,82,4.0,2,1.0,,60.0,2.0,1.283546,103.84155,2016-06-11 03:57:39.634138
53,694638,1497324,Private room,,TS22,166,4.0,1,1.0,,36.0,2.0,1.283859,103.842317,2016-06-11 05:54:26.974922
54,696136,1289033,Private room,,MK04,25,4.5,2,1.0,1.0,91.0,3.0,1.310164,103.798529,2016-06-11 04:29:41.158890
55,701385,3544325,Entire home/apt,,TS21,35,4.0,10,5.0,2.0,366.0,2.0,1.30085,103.840223,2016-06-11 04:24:44.204598
56,701543,3429013,Shared room,,MK05,0,,1,1.0,0.0,206.0,4.0,1.340534,103.743815,2016-06-11 03:23:27.857031
57,701849,2413412,Private room,,MK24,5,4.5,2,1.0,3.0,29.0,1.0,1.315189,103.881626,2016-06-11 05:02:13.866404
58,705825,2273043,Entire home/apt,,MK17,74,5.0,2,1.0,1.0,101.0,7.0,1.337706,103.864625,2016-06-11 04:50:08.377735
59,707876,3621802,Private room,,MK02,66,4.5,1,1.0,1.0,67.0,3.0,1.291605,103.814982,2016-06-11 03:57:13.048836
60,719944,3648224,Shared room,,MK04,0,,1,1.0,1.0,155.0,1.0,1.30901,103.79639,2016-06-11 03:47:39.659014
61,737610,2677354,Entire home/apt,,TS19,24,4.5,4,1.0,1.0,191.0,2.0,1.304691,103.847868,2016-06-11 03:55:52.816864
62,746526,3916213,Private room,,MK26,0,,2,1.0,1.0,68.0,7.0,1.313733,103.899165,2016-06-11 01:56:52.849704
63,746929,3919513,Entire home/apt,,MK27,53,4.5,5,2.0,2.0,144.0,5.0,1.30792,103.922869,2016-06-11 04:17:24.269101
64,747600,3916213,Private room,,MK26,0,,5,1.0,,115.0,7.0,1.315947,103.89978,2016-06-11 04:07:35.160307
65,747813,3926646,Private room,,TS03,30,4.5,2,1.0,1.0,99.0,2.0,1.276625,103.84521,2016-06-11 02:09:44.369230
66,747816,3926646,Private room,,TS03,14,5.0,2,1.0,1.0,137.0,5.0,1.276895,103.846359,2016-06-11 04:03:31.196943
67,751399,3951127,Entire home/apt,,TS03,2,,4,1.0,1.0,187.0,7.0,1.275308,103.84517,2016-06-11 05:38:05.959205
68,751564,3544325,Entire home/apt,,TS27,17,4.5,5,2.0,1.0,229.0,2.0,1.302284,103.838643,2016-06-11 04:58:33.407294
69,751597,3544325,Entire home/apt,,TS27,34,4.5,6,2.0,1.0,197.0,2.0,1.301535,103.839339,2016-06-11 03:53:42.100858
70,756267,1584407,Private room,,MK25,27,4.5,2,1.0,1.0,110.0,2.0,1.303773,103.899558,2016-06-11 05:06:09.896356
71,756300,3981231,Private room,,MK17,17,5.0,2,1.0,1.0,42.0,1.0,1.350007,103.871614,2016-06-11 05:41:39.047547
72,756347,3981177,Private room,,MK29,0,,1,1.0,,158.0,1.0,1.37527,103.945617,2016-06-11 02:50:04.137637
73,764599,4030859,Private room,,MK17,12,4.5,2,1.0,1.0,54.0,2.0,1.339698,103.846091,2016-06-11 05:01:44.826697
74,768313,4053150,Private room,,MK21,0,,1,1.0,,124.0,1.0,1.399629,103.906403,2016-06-11 04:03:07.736858
75,773295,4080599,Private room,,MK26,0,,1,1.0,1.0,116.0,2.0,1.308914,103.919295,2016-06-11 03:59:05.384928
76,773577,4081940,Entire home/apt,,MK17,27,4.5,4,2.0,2.0,152.0,3.0,1.324939,103.860098,2016-06-11 05:50:40.757488
77,781823,3877464,Private room,,MK26,41,5.0,2,1.0,1.0,54.0,2.0,1.313835,103.911559,2016-06-11 04:40:33.016341
78,782045,3544325,Entire home/apt,,TS27,24,4.5,4,1.0,1.0,165.0,2.0,1.301521,103.840373,2016-06-11 02:09:10.662227
79,782227,4125828,Private room,,MK03,0,,2,1.0,1.0,98.0,3.0,1.283418,103.78585,2016-06-11 04:53:17.890396
80,785849,1202026,Private room,,MK25,43,5.0,1,1.0,1.0,90.0,4.0,1.300213,103.899585,2016-06-11 04:41:54.055968
81,788462,4155884,Private room,,MK25,20,4.5,2,1.0,1.0,46.0,3.0,1.310248,103.878512,2016-06-11 04:31:50.419807
82,791882,3544325,Entire home/apt,,TS27,14,4.0,4,1.0,1.0,160.0,2.0,1.301478,103.838795,2016-06-11 02:12:57.562242
83,800418,4122826,Private room,,MK26,9,5.0,2,1.0,1.0,37.0,4.0,1.315346,103.899552,2016-06-11 05:17:36.436470
84,808927,4256487,Shared room,,TS03,75,4.0,10,1.0,8.0,26.0,1.0,1.282669,103.846739,2016-06-11 04:07:41.634985
85,811375,4264206,Entire home/apt,,MK10,0,,5,2.0,2.0,105.0,2.0,1.358895,103.764558,2016-06-11 05:23:15.863457
86,815685,1439258,Private room,,MK01,8,4.0,1,1.0,,34.0,14.0,1.289093,103.80749,2016-06-11 06:01:17.810496
87,819034,1584407,Entire home/apt,,MK26,18,5.0,4,2.0,2.0,183.0,2.0,1.305291,103.904201,2016-06-11 05:33:58.069357
88,819044,1584407,Private room,,MK25,42,4.5,2,1.0,1.0,92.0,2.0,1.30392,103.89988,2016-06-11 05:19:14.076325
89,822413,3951127,Entire home/apt,,TS24,5,5.0,4,2.0,2.0,260.0,7.0,1.298392,103.828079,2016-06-11 04:49:33.411643
90,823571,4177147,Private room,,MK26,0,,1,1.0,,206.0,1.0,1.313135,103.914786,2016-06-11 04:56:46.398039
91,833289,4360831,Private room,,MK01,1,,2,1.0,1.0,114.0,1.0,1.276807,103.823808,2016-06-11 03:06:53.141495
92,835209,3507099,Private room,,TS06,59,4.0,4,1.0,1.0,53.0,1.0,1.284303,103.843285,2016-06-11 05:56:15.267436
93,835624,2413412,Private room,,TS22,5,4.0,2,1.0,2.0,34.0,1.0,1.284298,103.842383,2016-06-11 04:16:41.524390
94,845271,4412979,Private room,,MK04,6,4.5,2,1.0,1.0,58.0,1.0,1.316221,103.78897,2016-06-11 05:27:54.478286
95,872345,4602014,Private room,,MK22,15,4.0,2,1.0,1.0,36.0,7.0,1.370367,103.900515,2016-06-11 04:00:11.755935
96,879526,4602014,Shared room,,MK22,35,4.5,1,1.0,1.0,23.0,4.0,1.367921,103.898257,2016-06-11 04:03:52.324677
97,881683,4602014,Private room,,MK22,8,4.5,1,1.0,1.0,35.0,7.0,1.367751,103.898548,2016-06-11 04:54:00.181095
98,888196,4710327,Entire home/apt,,TS28,13,5.0,8,4.0,4.0,196.0,2.0,1.31314,103.840809,2016-06-11 05:57:06.488313
99,889438,4705949,Private room,,MK27,11,4.5,2,1.0,1.0,53.0,3.0,1.330207,103.946202,2016-06-11 05:30:38.108197
100,889441,4705949,Private room,,MK27,6,4.5,2,1.0,,65.0,2.0,1.329944,103.946151,2016-06-11 03:40:43.689177
101,891869,1881341,Private room,,MK17,46,4.5,3,1.0,1.0,49.0,1.0,1.336116,103.846797,2016-06-11 03:11:03.829914
102,895963,4335892,Entire home/apt,,TS21,4,5.0,6,2.0,2.0,567.0,2.0,1.300056,103.835118,2016-06-11 04:24:27.946292
103,902669,2413412,Private room,,MK24,1,,2,1.0,3.0,26.0,1.0,1.315251,103.881765,2016-06-11 06:00:32.489642
104,909405,4734466,Private room,,MK02,33,5.0,5,1.0,1.0,95.0,1.0,1.322705,103.80417,2016-06-11 03:31:05.627542
105,918880,4935740,Private room,,MK18,12,5.0,3,1.0,1.0,60.0,1.0,1.36885,103.873096,2016-06-11 05:55:34.828353
106,922509,2413412,Private room,,TS22,0,,2,1.0,1.0,38.0,1.0,1.284712,103.841643,2016-06-11 04:26:08.150987
107,929372,5003170,Private room,,TS21,34,4.5,2,1.0,1.0,72.0,2.0,1.29423,103.837815,2016-06-11 05:40:31.751714
108,929464,5003170,Private room,,TS20,27,4.5,2,1.0,1.0,72.0,3.0,1.296275,103.838858,2016-06-11 04:58:20.097178
109,944287,2487671,Private room,,MK05,3,4.0,1,1.0,2.0,36.0,1.0,1.342172,103.756628,2016-06-11 04:08:18.099086
110,962829,882659,Entire home/apt,,TS05,17,5.0,4,2.0,2.0,260.0,,1.279559,103.842921,2016-06-11 04:45:01.318610
111,982909,4723385,Private room,,MK17,83,5.0,1,1.0,1.0,65.0,2.0,1.333339,103.832704,2016-06-11 04:17:59.869095
112,985542,756819,Private room,,MK01,4,4.0,2,1.0,1.0,54.0,1.0,1.285217,103.834535,2016-06-11 02:44:13.287077
113,1015251,3160089,Private room,,MK04,5,3.0,6,1.0,2.0,92.0,2.0,1.316914,103.775762,2016-06-11 03:44:37.444196
114,1035407,5679685,Private room,,MK01,59,5.0,2,1.0,1.0,83.0,2.0,1.281972,103.832005,2016-06-11 04:01:29.507854
115,1060046,5748910,Private room,,MK14,10,4.5,1,1.0,1.0,38.0,3.0,1.381219,103.767897,2016-06-11 02:04:54.952535
116,1063970,5856817,Private room,,TS12,4,4.5,4,1.0,1.0,143.0,1.0,1.297435,103.856497,2016-06-11 05:37:26.167721
117,1070363,1786440,Private room,,MK26,45,4.5,2,1.0,2.0,38.0,2.0,1.314635,103.89885,2016-06-11 03:51:40.255089
118,1078804,4602014,Private room,,MK30,37,4.0,1,1.0,,23.0,3.0,1.367636,103.902284,2016-06-11 03:20:22.271169
119,1101443,4256487,Private room,,TS03,2,,2,1.0,0.0,114.0,1.0,1.282293,103.8464,2016-06-11 03:03:03.635860
120,1101614,4256487,Shared room,,TS03,5,4.0,4,1.0,0.0,38.0,1.0,1.282731,103.846292,2016-06-11 04:37:46.194877
121,1108827,3544325,Entire home/apt,,TS21,29,4.0,12,5.0,2.0,345.0,2.0,1.300979,103.839488,2016-06-11 04:56:37.127078
122,1111874,3979095,Entire home/apt,,MK24,10,4.0,4,2.0,,133.0,3.0,1.345497,103.871864,2016-06-11 04:30:21.757525
123,1119146,3544325,Entire home/apt,,TS21,8,4.0,10,5.0,2.0,345.0,2.0,1.301358,103.83868,2016-06-11 05:21:09.926332
124,1119912,5660411,Entire home/apt,,MK04,9,4.5,4,2.0,1.0,228.0,3.0,1.308252,103.796823,2016-06-11 05:41:24.974374
125,1127867,1786440,Private room,,MK26,24,4.5,3,1.0,2.0,40.0,2.0,1.316058,103.900046,2016-06-11 04:10:11.970849
126,1131162,6205166,Private room,,MK28,0,,1,1.0,1.0,56.0,2.0,1.337291,103.929804,2016-06-11 05:49:48.595340
127,1133430,1786440,Private room,,MK26,75,4.5,2,1.0,2.0,36.0,2.0,1.314451,103.9002,2016-06-11 05:15:30.456422
128,1133443,1786440,Private room,,MK26,20,4.5,3,1.0,2.0,40.0,2.0,1.316203,103.898754,2016-06-11 04:53:51.039777
129,1133718,6219420,Shared room,,MK03,9,4.5,12,1.0,,31.0,7.0,1.293354,103.769226,2016-06-11 05:38:59.203866
130,1149068,1718084,Entire home/apt,,MK18,4,4.0,5,4.0,2.0,361.0,5.0,1.347168,103.852442,2016-06-11 05:32:45.319216
131,1160252,2803932,Private room,,MK18,35,4.5,1,1.0,1.0,46.0,3.0,1.363951,103.86459,2016-06-11 05:50:44.319610
132,1179033,6450732,Entire home/apt,,TS18,93,4.5,5,1.0,1.0,118.0,3.0,1.314939,103.851708,2016-06-11 05:52:58.067338
133,1187731,6494829,Private room,,MK01,0,,2,1.0,1.0,137.0,1.0,1.276522,103.81777,2016-06-11 05:43:34.267604
134,1193440,6522318,Entire home/apt,,MK17,0,,8,4.0,3.0,1522.0,3.0,1.332444,103.827556,2016-06-11 05:28:05.115921
135,1195471,5856817,Private room,,TS13,5,2.5,5,1.0,2.0,113.0,1.0,1.298618,103.857986,2016-06-11 05:27:27.832150
136,1207756,6591377,Private room,,TS03,0,,2,1.0,1.0,113.0,1.0,1.274415,103.845217,2016-06-11 03:09:08.223840
137,1210268,6609641,Entire home/apt,,TS26,18,4.5,5,3.0,3.0,244.0,7.0,1.316934,103.826364,2016-06-11 01:50:54.636115
138,1215422,6633502,Private room,,MK31,0,,2,1.0,,61.0,1.0,1.375752,103.960137,2016-06-11 05:56:40.199514
139,1217903,6646195,Private room,,MK13,0,,2,1.0,1.0,42.0,2.0,1.431793,103.772489,2016-06-11 03:38:08.564097
140,1218463,6648858,Private room,,MK01,6,5.0,2,1.0,,96.0,3.0,1.282343,103.80265,2016-06-11 05:39:11.005570
141,1229614,6609641,Entire home/apt,,TS26,9,4.5,2,1.0,1.0,123.0,7.0,1.315026,103.826138,2016-06-11 04:21:28.754646
142,1248268,4199069,Shared room,,MK02,0,,2,1.0,1.0,96.0,7.0,1.311868,103.802836,2016-06-11 04:49:51.750706
143,1268432,6904615,Private room,,TS16,12,4.0,2,1.0,1.0,49.0,1.0,1.305693,103.852459,2016-06-11 03:55:50.541257
144,1270845,2413412,Private room,,TS17,2,,2,1.0,3.0,29.0,1.0,1.307873,103.861171,2016-06-11 02:36:51.181514
145,1271360,6648858,Private room,,MK01,3,5.0,2,1.0,,110.0,3.0,1.281687,103.802184,2016-06-11 02:02:38.990037
146,1272876,1881341,Private room,,MK17,24,4.5,3,1.0,0.0,42.0,1.0,1.335252,103.847609,2016-06-11 04:32:29.407050
147,1277919,6954638,Shared room,,MK03,1,,2,1.0,4.0,45.0,1.0,1.292125,103.769134,2016-06-11 02:26:41.221486
148,1284893,6990595,Entire home/apt,,TS18,10,4.5,6,3.0,2.0,305.0,4.0,1.314248,103.847933,2016-06-11 02:41:07.537157
149,1286509,6997974,Entire home/apt,,TS24,23,4.5,2,1.0,1.0,69.0,,1.293301,103.830447,2016-06-11 02:31:19.681510
150,1289259,7012100,Private room,,TS27,1,,1,1.0,1.0,92.0,3.0,1.309611,103.840404,2016-06-11 03:48:49.939276
151,1299316,5895432,Private room,,MK16,8,5.0,2,1.0,,58.0,2.0,1.370683,103.769864,2016-06-11 05:51:50.208061
152,1302185,7080517,Entire home/apt,,MK24,37,5.0,5,1.0,1.0,99.0,2.0,1.315114,103.889471,2016-06-11 05:37:47.333717
153,1311439,7127167,Private room,,TS17,0,,2,1.0,1.0,69.0,2.0,1.310706,103.868108,2016-06-11 02:16:41.933265
154,1313481,5916965,Private room,,MK09,7,4.5,1,1.0,,54.0,5.0,1.352019,103.698997,2016-06-11 05:35:52.833766
155,1313776,6904615,Private room,,TS16,8,3.5,2,1.0,1.0,45.0,1.0,1.306364,103.852015,2016-06-11 03:06:14.452076
156,1315867,3877464,Private room,,MK26,38,5.0,1,1.0,1.0,41.0,2.0,1.312726,103.910648,2016-06-11 05:24:30.605051
157,1322758,6653925,Private room,,MK02,1,,2,1.0,1.0,44.0,3.0,1.318044,103.805404,2016-06-11 04:14:05.004933
158,1354266,3535736,Private room,,MK18,15,5.0,3,1.0,1.0,53.0,3.0,1.365409,103.831696,2016-06-11 05:31:36.626343
159,1356400,3535736,Private room,,MK18,56,5.0,2,1.0,1.0,43.0,3.0,1.366775,103.832349,2016-06-11 02:44:39.923128
160,1357348,7368586,Private room,,MK28,27,5.0,2,1.0,1.0,44.0,1.0,1.344253,103.949212,2016-06-11 03:33:28.129317
161,1361069,3160089,Private room,,MK04,0,,6,1.0,2.0,76.0,2.0,1.317958,103.77904,2016-06-11 05:30:49.535792
162,1363106,2413412,Private room,,TS17,3,4.5,1,1.0,3.0,28.0,1.0,1.309224,103.863027,2016-06-11 04:01:47.471723
163,1363204,2413412,Private room,,TS06,2,,2,1.0,1.0,46.0,1.0,1.283571,103.84411,2016-06-11 05:42:47.786420
164,1370765,6653925,Private room,,MK13,0,,2,1.0,,38.0,5.0,1.42977,103.783107,2016-06-11 05:22:03.639984
165,1370803,6653925,Private room,,MK13,4,4.5,2,1.0,,29.0,3.0,1.44412,103.768585,2016-06-11 03:31:43.245494
166,1370834,6653925,Private room,,MK13,2,,2,1.0,2.0,37.0,3.0,1.435682,103.775445,2016-06-11 05:28:43.753898
167,1370852,6653925,Private room,,MK13,3,4.0,2,1.0,,42.0,14.0,1.422754,103.787561,2016-06-11 05:52:05.957933
168,1388613,6423056,Private room,,MK10,1,,2,1.0,,191.0,1.0,1.346263,103.770752,2016-06-11 04:53:30.154098
169,1390758,7520187,Private room,,MK26,0,,2,1.0,1.0,99.0,1.0,1.316,103.89997,2016-06-11 03:42:13.234857
170,1407407,6653925,Private room,,MK13,3,4.5,1,1.0,,30.0,5.0,1.424258,103.777705,2016-06-11 04:41:13.256060
171,1407454,6653925,Private room,,MK13,3,4.5,1,1.0,,27.0,5.0,1.422688,103.776392,2016-06-11 03:30:31.299753
172,1407465,6653925,Private room,,MK13,7,4.0,1,1.0,,21.0,3.0,1.427594,103.779322,2016-06-11 04:32:17.806609
173,1413962,7620983,Private room,,MK23,66,4.5,4,1.0,1.0,76.0,1.0,1.328889,103.907998,2016-06-11 05:32:30.695873
174,1434208,7707838,Entire home/apt,,TS21,6,5.0,6,3.0,2.0,305.0,4.0,1.292107,103.836,2016-06-11 04:37:11.851674
175,1472348,4155884,Private room,,MK25,18,4.5,2,1.0,1.0,54.0,1.0,1.310052,103.880179,2016-06-11 05:03:22.008541
176,1480319,7513399,Private room,,MK01,7,4.5,2,1.0,1.0,92.0,2.0,1.287698,103.830593,2016-06-11 02:33:40.757516
177,1482196,4472225,Private room,,TS21,16,5.0,3,1.0,1.0,92.0,2.0,1.294657,103.838262,2016-06-11 03:31:45.723975
178,1485189,7945059,Private room,,TS25,26,5.0,3,1.0,1.0,82.0,3.0,1.307683,103.820165,2016-06-11 04:42:10.077148
179,1495386,7993224,Private room,,MK29,4,4.5,2,1.0,1.0,61.0,1.0,1.380555,103.944059,2016-06-11 04:04:30.441134
180,1501464,6385301,Entire home/apt,,MK24,65,5.0,6,2.0,2.0,204.0,1.0,1.335338,103.8703,2016-06-11 01:49:53.110199
181,1508829,2413412,Private room,,TS17,5,4.5,2,1.0,1.0,35.0,1.0,1.307744,103.863323,2016-06-11 05:53:09.721537
182,1508994,2677354,Entire home/apt,,TS18,33,4.5,2,1.0,1.0,118.0,2.0,1.314082,103.853122,2016-06-11 03:53:19.783873
183,1516320,6997974,Entire home/apt,,MK01,59,4.5,3,1.0,1.0,76.0,1.0,1.284496,103.829792,2016-06-11 03:15:04.893878
184,1521198,8107070,Private room,,TS17,6,4.5,2,1.0,1.0,50.0,5.0,1.30844,103.858747,2016-06-11 05:16:42.316328
185,1531263,2375721,Private room,,TS28,23,4.5,2,1.0,1.0,61.0,1.0,1.31874,103.841487,2016-06-11 05:48:28.068079
186,1538009,8200399,Private room,,TS17,1,,2,1.0,1.0,65.0,3.0,1.310503,103.856265,2016-06-11 05:36:24.020451
187,1547441,2167514,Entire home/apt,,MK03,45,5.0,6,2.0,2.0,323.0,2.0,1.281277,103.797428,2016-06-11 03:50:41.562771
188,1548973,6919546,Private room,,TS24,4,5.0,2,1.0,1.0,152.0,1.0,1.303985,103.824842,2016-06-11 05:40:11.277392
189,1562459,4705949,Private room,,MK26,20,4.5,2,1.0,2.0,61.0,3.0,1.317107,103.911928,2016-06-11 04:59:59.059987
190,1576690,882659,Entire home/apt,,TS30,31,5.0,2,1.0,1.0,183.0,6.0,1.278671,103.852061,2016-06-11 02:15:29.037515
191,1581224,8408341,Private room,,MK24,0,,2,1.0,2.0,99.0,1.0,1.311179,103.87367,2016-06-11 05:40:54.908318
192,1582042,8415128,Private room,,MK01,5,4.5,2,1.0,1.0,45.0,1.0,1.273447,103.826347,2016-06-11 05:41:43.878721
193,1589880,8481866,Private room,,TS26,0,,1,1.0,2.0,166.0,1.0,1.313709,103.835087,2016-06-11 03:30:28.972384
194,1590857,8486940,Entire home/apt,,TS26,15,5.0,5,3.0,2.0,248.0,2.0,1.31849,103.828318,2016-06-11 05:59:25.801386
195,1593160,882659,Entire home/apt,,TS30,13,5.0,3,1.0,1.0,183.0,6.0,1.27862,103.850831,2016-06-11 03:46:42.199757
196,1599599,8527085,Entire home/apt,,TS21,3,4.5,9,2.0,2.0,289.0,1.0,1.303407,103.833652,2016-06-11 03:31:51.064330
197,1602823,8541134,Private room,,MK13,10,4.0,2,1.0,1.0,23.0,1.0,1.442447,103.798349,2016-06-11 03:47:42.351084
198,1605050,8514226,Shared room,,MK29,0,,1,1.0,1.0,114.0,1.0,1.372627,103.943658,2016-06-11 05:09:59.025687
199,1613215,882659,Entire home/apt,,TS30,16,5.0,2,1.0,1.0,183.0,4.0,1.279525,103.852456,2016-06-11 04:36:04.449544
200,1617195,7614592,Entire home/apt,,TS29,26,4.5,6,2.0,3.0,214.0,2.0,1.319151,103.846375,2016-06-11 05:25:46.872552
201,1622505,1584407,Private room,,MK25,6,5.0,2,1.0,1.0,103.0,2.0,1.30415,103.901921,2016-06-11 05:00:57.333131
202,1625216,3373805,Private room,,TS20,12,4.5,2,1.0,1.0,109.0,7.0,1.296068,103.840487,2016-06-11 05:41:52.984585
203,1638380,8354743,Private room,,MK21,9,4.5,2,1.0,1.0,42.0,1.0,1.403744,103.904005,2016-06-11 05:25:54.772000
